t,y,vy,ay
120.967,,,
120.989,,,
121.010,,,
121.031,,,
121.053,,,
121.074,,,
121.095,,,
121.117,,,
121.138,,,
121.160,,,
121.181,,,
121.202,,,
121.224,,,
121.245,,,
121.266,,,
121.288,,,
121.309,-12.47,-6.751E-2,-4.530E-3
121.330,,,
121.352,,,
121.373,,,
121.394,,,
121.416,,,
121.437,,,
121.459,,,
121.480,,,
121.501,,,
121.523,,,
121.544,,,
121.565,,,
121.587,,,
121.608,,,
121.629,,,
121.651,,,
121.672,,,
121.693,,,
121.715,,,
121.736,,,
121.758,,,
121.779,,,
121.800,,,
121.822,,,
121.843,,,
121.864,,,
121.886,,,
121.907,,,
121.928,,,
121.950,,,
121.971,,,
121.993,,,
122.014,,,
122.035,,,
122.057,,,
122.078,,,
122.099,,,
122.121,,,
122.142,,,
122.163,-12.54,-5.384E-2,-1.684E-5
122.185,,,
122.206,,,
122.227,,,
122.249,,,
122.270,,,
122.292,,,
122.313,,,
122.334,,,
122.356,,,
122.377,,,
122.398,,,
122.420,,,
122.441,,,
122.462,,,
122.484,,,
122.505,,,
122.526,,,
122.548,,,
122.569,,,
122.591,,,
122.612,,,
122.633,,,
122.655,,,
122.676,,,
122.697,,,
122.719,,,
122.740,,,
122.761,,,
122.783,,,
122.804,,,
122.825,,,
122.847,,,
122.868,,,
122.890,,,
122.911,,,
122.932,,,
122.954,,,
122.975,,,
122.996,,,
123.018,-12.56,-5.489E-2,9.166E-3
123.039,,,
123.060,,,
123.082,,,
123.103,,,
123.124,,,
123.146,,,
123.167,,,
123.189,,,
123.210,,,
123.231,,,
123.253,,,
123.274,,,
123.295,,,
123.317,,,
123.338,,,
123.359,,,
123.381,,,
123.402,,,
123.423,,,
123.445,,,
123.466,,,
123.488,,,
123.509,,,
123.530,,,
123.552,,,
123.573,,,
123.594,,,
123.616,,,
123.637,,,
123.658,,,
123.680,,,
123.701,,,
123.722,,,
123.744,,,
123.765,,,
123.787,,,
123.808,,,
123.829,,,
123.851,,,
123.872,-12.63,-5.571E-2,-9.173E-3
123.893,,,
123.915,,,
123.936,,,
123.957,,,
123.979,,,
124.000,,,
124.021,,,
124.043,,,
124.064,,,
124.086,,,
124.107,,,
124.128,,,
124.150,,,
124.171,,,
124.192,,,
124.214,,,
124.235,,,
124.256,,,
124.278,,,
124.299,,,
124.320,,,
124.342,,,
124.363,,,
124.385,,,
124.406,,,
124.427,,,
124.449,,,
124.470,,,
124.491,,,
124.513,,,
124.534,,,
124.555,,,
124.577,,,
124.598,,,
124.619,,,
124.641,,,
124.662,,,
124.684,,,
124.705,,,
124.726,-12.66,-5.452E-2,0.000
124.748,,,
124.769,,,
124.790,,,
124.812,,,
124.833,,,
124.854,,,
124.876,,,
124.897,,,
124.918,,,
124.940,,,
124.961,,,
124.983,,,
125.004,,,
125.025,,,
125.047,,,
125.068,,,
125.089,,,
125.111,,,
125.132,,,
125.153,,,
125.175,,,
125.196,,,
125.217,,,
125.239,,,
125.260,,,
125.282,,,
125.303,,,
125.324,,,
125.346,,,
125.367,,,
125.388,,,
125.410,,,
125.431,,,
125.452,,,
125.474,,,
125.495,,,
125.516,,,
125.538,,,
125.559,,,
125.581,-12.73,-6.603E-2,-2.251E-2
125.602,,,
125.623,,,
125.645,,,
125.666,,,
125.687,,,
125.709,,,
125.730,,,
125.751,,,
125.773,,,
125.794,,,
125.815,,,
125.837,,,
125.858,,,
125.880,,,
125.901,,,
125.922,,,
125.944,,,
125.965,,,
125.986,,,
126.008,,,
126.029,,,
126.050,,,
126.072,,,
126.093,,,
126.114,,,
126.136,,,
126.157,,,
126.179,,,
126.200,,,
126.221,,,
126.243,,,
126.264,,,
126.285,,,
126.307,,,
126.328,,,
126.349,,,
126.371,,,
126.392,,,
126.413,,,
126.435,-12.77,-8.083E-2,-1.765E-2
126.456,,,
126.478,,,
126.499,,,
126.520,,,
126.542,,,
126.563,,,
126.584,,,
126.606,,,
126.627,,,
126.648,,,
126.670,,,
126.691,,,
126.712,,,
126.734,,,
126.755,,,
126.777,,,
126.798,,,
126.819,,,
126.841,,,
126.862,,,
126.883,,,
126.905,,,
126.926,,,
126.947,,,
126.969,,,
126.990,,,
127.011,,,
127.033,,,
127.054,,,
127.076,,,
127.097,,,
127.118,,,
127.140,,,
127.161,,,
127.182,,,
127.204,,,
127.225,,,
127.246,,,
127.268,,,
127.289,-12.87,-0.109,-2.726E-2
127.310,,,
127.332,,,
127.353,,,
127.375,,,
127.396,,,
127.417,,,
127.439,,,
127.460,,,
127.481,,,
127.503,,,
127.524,,,
127.545,,,
127.567,,,
127.588,,,
127.609,,,
127.631,,,
127.652,,,
127.674,,,
127.695,,,
127.716,,,
127.738,,,
127.759,,,
127.780,,,
127.802,,,
127.823,,,
127.844,,,
127.866,,,
127.887,,,
127.908,,,
127.930,,,
127.951,,,
127.973,,,
127.994,,,
128.015,,,
128.037,,,
128.058,,,
128.079,,,
128.101,,,
128.122,,,
128.143,-12.96,-0.124,-1.398E-2
128.165,,,
128.186,,,
128.207,,,
128.229,,,
128.250,,,
128.272,,,
128.293,,,
128.314,,,
128.336,,,
128.357,,,
128.378,,,
128.400,,,
128.421,,,
128.442,,,
128.464,,,
128.485,,,
128.506,,,
128.528,,,
128.549,,,
128.571,,,
128.592,,,
128.613,,,
128.635,,,
128.656,,,
128.677,,,
128.699,,,
128.720,,,
128.741,,,
128.763,,,
128.784,,,
128.805,,,
128.827,,,
128.848,,,
128.870,,,
128.891,,,
128.912,,,
128.934,,,
128.955,,,
128.976,,,
128.998,-13.08,-0.139,-3.455E-5
129.019,,,
129.040,,,
129.062,,,
129.083,,,
129.104,,,
129.126,,,
129.147,,,
129.169,,,
129.190,,,
129.211,,,
129.233,,,
129.254,,,
129.275,,,
129.297,,,
129.318,,,
129.339,,,
129.361,,,
129.382,,,
129.403,,,
129.425,,,
129.446,,,
129.468,,,
129.489,,,
129.510,,,
129.532,,,
129.553,,,
129.574,,,
129.596,,,
129.617,,,
129.638,,,
129.660,,,
129.681,,,
129.702,,,
129.724,,,
129.745,,,
129.767,,,
129.788,,,
129.809,,,
129.831,,,
129.852,-13.19,-0.124,-1.370E-2
129.873,,,
129.895,,,
129.916,,,
129.937,,,
129.959,,,
129.980,,,
130.001,,,
130.023,,,
130.044,,,
130.066,,,
130.087,,,
130.108,,,
130.130,,,
130.151,,,
130.172,,,
130.194,,,
130.215,,,
130.236,,,
130.258,,,
130.279,,,
130.300,,,
130.322,,,
130.343,,,
130.365,,,
130.386,,,
130.407,,,
130.429,,,
130.450,,,
130.471,,,
130.493,,,
130.514,,,
130.535,,,
130.557,,,
130.578,,,
130.599,,,
130.621,,,
130.642,,,
130.664,,,
130.685,,,
130.706,-13.29,-0.148,-2.263E-2
130.728,,,
130.749,,,
130.770,,,
130.792,,,
130.813,,,
130.834,,,
130.856,,,
130.877,,,
130.898,,,
130.920,,,
130.941,,,
130.963,,,
130.984,,,
131.005,,,
131.027,,,
131.048,,,
131.069,,,
131.091,,,
131.112,,,
131.133,,,
131.155,,,
131.176,,,
131.197,,,
131.219,,,
131.240,,,
131.262,,,
131.283,,,
131.304,,,
131.326,,,
131.347,,,
131.368,,,
131.390,,,
131.411,,,
131.432,,,
131.454,,,
131.475,,,
131.496,,,
131.518,,,
131.539,,,
131.561,-13.45,-0.174,1.362E-2
131.582,,,
131.603,,,
131.625,,,
131.646,,,
131.667,,,
131.689,,,
131.710,,,
131.731,,,
131.753,,,
131.774,,,
131.795,,,
131.817,,,
131.838,,,
131.860,,,
131.881,,,
131.902,,,
131.924,,,
131.945,,,
131.966,,,
131.988,,,
132.009,,,
132.030,,,
132.052,,,
132.073,,,
132.094,,,
132.116,,,
132.137,,,
132.159,,,
132.180,,,
132.201,,,
132.223,,,
132.244,,,
132.265,,,
132.287,,,
132.308,,,
132.329,,,
132.351,,,
132.372,,,
132.393,,,
132.415,-13.59,-0.124,4.566E-3
132.436,,,
132.458,,,
132.479,,,
132.500,,,
132.522,,,
132.543,,,
132.564,,,
132.586,,,
132.607,,,
132.628,,,
132.650,,,
132.671,,,
132.692,,,
132.714,,,
132.735,,,
132.757,,,
132.778,,,
132.799,,,
132.821,,,
132.842,,,
132.863,,,
132.885,,,
132.906,,,
132.927,,,
132.949,,,
132.970,,,
132.991,,,
133.013,,,
133.034,,,
133.056,,,
133.077,,,
133.098,,,
133.120,,,
133.141,,,
133.162,,,
133.184,,,
133.205,,,
133.226,,,
133.248,,,
133.269,-13.66,-0.154,-1.395E-2
133.290,,,
133.312,,,
133.333,,,
133.355,,,
133.376,,,
133.397,,,
133.419,,,
133.440,,,
133.461,,,
133.483,,,
133.504,,,
133.525,,,
133.547,,,
133.568,,,
133.589,,,
133.611,,,
133.632,,,
133.654,,,
133.675,,,
133.696,,,
133.718,,,
133.739,,,
133.760,,,
133.782,,,
133.803,,,
133.824,,,
133.846,,,
133.867,,,
133.888,,,
133.910,,,
133.931,,,
133.953,,,
133.974,,,
133.995,,,
134.017,,,
134.038,,,
134.059,,,
134.081,,,
134.102,,,
134.123,-13.85,-0.179,-4.743E-3
134.145,,,
134.166,,,
134.187,,,
134.209,,,
134.230,,,
134.252,,,
134.273,,,
134.294,,,
134.316,,,
134.337,,,
134.358,,,
134.380,,,
134.401,,,
134.422,,,
134.444,,,
134.465,,,
134.486,,,
134.508,,,
134.529,,,
134.551,,,
134.572,,,
134.593,,,
134.615,,,
134.636,,,
134.657,,,
134.679,,,
134.700,,,
134.721,,,
134.743,,,
134.764,,,
134.785,,,
134.807,,,
134.828,,,
134.850,,,
134.871,,,
134.892,,,
134.914,,,
134.935,,,
134.956,,,
134.978,-13.96,-0.138,4.632E-2
134.999,,,
135.020,,,
135.042,,,
135.063,,,
135.084,,,
135.106,,,
135.127,,,
135.149,,,
135.170,,,
135.191,,,
135.213,,,
135.234,,,
135.255,,,
135.277,,,
135.298,,,
135.319,,,
135.341,,,
135.362,,,
135.383,,,
135.405,,,
135.426,,,
135.448,,,
135.469,,,
135.490,,,
135.512,,,
135.533,,,
135.554,,,
135.576,,,
135.597,,,
135.618,,,
135.640,,,
135.661,,,
135.682,,,
135.704,,,
135.725,,,
135.747,,,
135.768,,,
135.789,,,
135.811,,,
135.832,-14.08,-0.110,3.616E-2
135.853,,,
135.875,,,
135.896,,,
135.917,,,
135.939,,,
135.960,,,
135.981,,,
136.003,,,
136.024,,,
136.046,,,
136.067,,,
136.088,,,
136.110,,,
136.131,,,
136.152,,,
136.174,,,
136.195,,,
136.216,,,
136.238,,,
136.259,,,
136.280,,,
136.302,,,
136.323,,,
136.345,,,
136.366,,,
136.387,,,
136.409,,,
136.430,,,
136.451,,,
136.473,,,
136.494,,,
136.515,,,
136.537,,,
136.558,,,
136.579,,,
136.601,,,
136.622,,,
136.644,,,
136.665,,,
136.686,-14.15,-6.691E-2,1.364E-2
136.708,,,
136.729,,,
136.750,,,
136.772,,,
136.793,,,
136.814,,,
136.836,,,
136.857,,,
136.878,,,
136.900,,,
136.921,,,
136.943,,,
136.964,,,
136.985,,,
137.007,,,
137.028,,,
137.049,,,
137.071,,,
137.092,,,
137.113,,,
137.135,,,
137.156,,,
137.177,,,
137.199,,,
137.220,,,
137.242,,,
137.263,,,
137.284,,,
137.306,,,
137.327,,,
137.348,,,
137.370,,,
137.391,,,
137.412,,,
137.434,,,
137.455,,,
137.476,,,
137.498,,,
137.519,,,
137.541,-14.20,-8.091E-2,0.000
137.562,,,
137.583,,,
137.605,,,
137.626,,,
137.647,,,
137.669,,,
137.690,,,
137.711,,,
137.733,,,
137.754,,,
137.775,,,
137.797,,,
137.818,,,
137.840,,,
137.861,,,
137.882,,,
137.904,,,
137.925,,,
137.946,,,
137.968,,,
137.989,,,
138.010,,,
138.032,,,
138.053,,,
138.074,,,
138.096,,,
138.117,,,
138.139,,,
138.160,,,
138.181,,,
138.203,,,
138.224,,,
138.245,,,
138.267,,,
138.288,,,
138.309,,,
138.331,,,
138.352,,,
138.373,,,
138.395,-14.29,-8.107E-2,9.040E-3
138.416,,,
138.438,,,
138.459,,,
138.480,,,
138.502,,,
138.523,,,
138.544,,,
138.566,,,
138.587,,,
138.608,,,
138.630,,,
138.651,,,
138.672,,,
138.694,,,
138.715,,,
138.737,,,
138.758,,,
138.779,,,
138.801,,,
138.822,,,
138.843,,,
138.865,,,
138.886,,,
138.907,,,
138.929,,,
138.950,,,
138.971,,,
138.993,,,
139.014,,,
139.036,,,
139.057,,,
139.078,,,
139.100,,,
139.121,,,
139.142,,,
139.164,,,
139.185,,,
139.206,,,
139.228,,,
139.249,-14.34,-5.468E-2,1.804E-2
139.271,,,
139.292,,,
139.313,,,
139.335,,,
139.356,,,
139.377,,,
139.399,,,
139.420,,,
139.441,,,
139.463,,,
139.484,,,
139.505,,,
139.527,,,
139.548,,,
139.570,,,
139.591,,,
139.612,,,
139.634,,,
139.655,,,
139.676,,,
139.698,,,
139.719,,,
139.740,,,
139.762,,,
139.783,,,
139.804,,,
139.826,,,
139.847,,,
139.869,,,
139.890,,,
139.911,,,
139.933,,,
139.954,,,
139.975,,,
139.997,,,
140.018,,,
140.039,,,
140.061,,,
140.082,,,
140.103,-14.38,-5.447E-2,1.819E-2
140.125,,,
140.146,,,
140.168,,,
140.189,,,
140.210,,,
140.232,,,
140.253,,,
140.274,,,
140.296,,,
140.317,,,
140.338,,,
140.360,,,
140.381,,,
140.402,,,
140.424,,,
140.445,,,
140.467,,,
140.488,,,
140.509,,,
140.531,,,
140.552,,,
140.573,,,
140.595,,,
140.616,,,
140.637,,,
140.659,,,
140.680,,,
140.701,,,
140.723,,,
140.744,,,
140.766,,,
140.787,,,
140.808,,,
140.830,,,
140.851,,,
140.872,,,
140.894,,,
140.915,,,
140.936,,,
140.958,-14.43,-2.713E-2,1.845E-2
140.979,,,
141.000,,,
141.022,,,
141.043,,,
141.065,,,
141.086,,,
141.107,,,
141.129,,,
141.150,,,
141.171,,,
141.193,,,
141.214,,,
141.235,,,
141.257,,,
141.278,,,
141.299,,,
141.321,,,
141.342,,,
141.364,,,
141.385,,,
141.406,,,
141.428,,,
141.449,,,
141.470,,,
141.492,,,
141.513,,,
141.534,,,
141.556,,,
141.577,,,
141.598,,,
141.620,,,
141.641,,,
141.663,,,
141.684,,,
141.705,,,
141.727,,,
141.748,,,
141.769,,,
141.791,,,
141.812,-14.43,-1.382E-2,-4.573E-3
141.833,,,
141.855,,,
141.876,,,
141.897,,,
141.919,,,
141.940,,,
141.962,,,
141.983,,,
142.004,,,
142.026,,,
142.047,,,
142.068,,,
142.090,,,
142.111,,,
142.132,,,
142.154,,,
142.175,,,
142.196,,,
142.218,,,
142.239,,,
142.261,,,
142.282,,,
142.303,,,
142.325,,,
142.346,,,
142.367,,,
142.389,,,
142.410,,,
142.431,,,
142.453,,,
142.474,,,
142.495,,,
142.517,,,
142.538,,,
142.560,,,
142.581,,,
142.602,,,
142.624,,,
142.645,,,
142.666,-14.45,-4.125E-2,-3.189E-2
142.688,,,
142.709,,,
142.730,,,
142.752,,,
142.773,,,
142.794,,,
142.816,,,
142.837,,,
142.859,,,
142.880,,,
142.901,,,
142.923,,,
142.944,,,
142.965,,,
142.987,,,
143.008,,,
143.029,,,
143.051,,,
143.072,,,
143.093,,,
143.115,,,
143.136,,,
143.158,,,
143.179,,,
143.200,,,
143.222,,,
143.243,,,
143.264,,,
143.286,,,
143.307,,,
143.328,,,
143.350,,,
143.371,,,
143.392,,,
143.414,,,
143.435,,,
143.457,,,
143.478,,,
143.499,,,
143.521,-14.50,-6.723E-2,-7.706E-2
143.542,,,
143.563,,,
143.585,,,
143.606,,,
143.627,,,
143.649,,,
143.670,,,
143.691,,,
143.713,,,
143.734,,,
143.756,,,
143.777,,,
143.798,,,
143.820,,,
143.841,,,
143.862,,,
143.884,,,
143.905,,,
143.926,,,
143.948,,,
143.969,,,
143.990,,,
144.012,,,
144.033,,,
144.055,,,
144.076,,,
144.097,,,
144.119,,,
144.140,,,
144.161,,,
144.183,,,
144.204,,,
144.225,,,
144.247,,,
144.268,,,
144.289,,,
144.311,,,
144.332,,,
144.354,,,
144.375,-14.57,-0.161,-4.468E-2
144.396,,,
144.418,,,
144.439,,,
144.460,,,
144.482,,,
144.503,,,
144.524,,,
144.546,,,
144.567,,,
144.588,,,
144.610,,,
144.631,,,
144.653,,,
144.674,,,
144.695,,,
144.717,,,
144.738,,,
144.759,,,
144.781,,,
144.802,,,
144.823,,,
144.845,,,
144.866,,,
144.887,,,
144.909,,,
144.930,,,
144.952,,,
144.973,,,
144.994,,,
145.016,,,
145.037,,,
145.058,,,
145.080,,,
145.101,,,
145.122,,,
145.144,,,
145.165,,,
145.186,,,
145.208,,,
145.229,-14.78,-0.176,2.238E-2
145.251,,,
145.272,,,
145.293,,,
145.315,,,
145.336,,,
145.357,,,
145.379,,,
145.400,,,
145.421,,,
145.443,,,
145.464,,,
145.485,,,
145.507,,,
145.528,,,
145.550,,,
145.571,,,
145.592,,,
145.614,,,
145.635,,,
145.656,,,
145.678,,,
145.699,,,
145.720,,,
145.742,,,
145.763,,,
145.784,,,
145.806,,,
145.827,,,
145.849,,,
145.870,,,
145.891,,,
145.913,,,
145.934,,,
145.955,,,
145.977,,,
145.998,,,
146.019,,,
146.041,,,
146.062,,,
146.083,-14.87,-9.504E-2,5.925E-2
146.105,,,
146.126,,,
146.148,,,
146.169,,,
146.190,,,
146.212,,,
146.233,,,
146.254,,,
146.276,,,
146.297,,,
146.318,,,
146.340,,,
146.361,,,
146.382,,,
146.404,,,
146.425,,,
146.447,,,
146.468,,,
146.489,,,
146.511,,,
146.532,,,
146.553,,,
146.575,,,
146.596,,,
146.617,,,
146.639,,,
146.660,,,
146.681,,,
146.703,,,
146.724,,,
146.746,,,
146.767,,,
146.788,,,
146.810,,,
146.831,,,
146.852,,,
146.874,,,
146.895,,,
146.916,,,
146.938,-14.94,-8.221E-2,1.658E-5
146.959,,,
146.980,,,
147.002,,,
147.023,,,
147.045,,,
147.066,,,
147.087,,,
147.109,,,
147.130,,,
147.151,,,
147.173,,,
147.194,,,
147.215,,,
147.237,,,
147.258,,,
147.279,,,
147.301,,,
147.322,,,
147.344,,,
147.365,,,
147.386,,,
147.408,,,
147.429,,,
147.450,,,
147.472,,,
147.493,,,
147.514,,,
147.536,,,
147.557,,,
147.578,,,
147.600,,,
147.621,,,
147.643,,,
147.664,,,
147.685,,,
147.707,,,
147.728,,,
147.749,,,
147.771,,,
147.792,-15.01,-9.408E-2,-4.502E-3
147.813,,,
147.835,,,
147.856,,,
147.877,,,
147.899,,,
147.920,,,
147.942,,,
147.963,,,
147.984,,,
148.006,,,
148.027,,,
148.048,,,
148.070,,,
148.091,,,
148.112,,,
148.134,,,
148.155,,,
148.176,,,
148.198,,,
148.219,,,
148.241,,,
148.262,,,
148.283,,,
148.305,,,
148.326,,,
148.347,,,
148.369,,,
148.390,,,
148.411,,,
148.433,,,
148.454,,,
148.475,,,
148.497,,,
148.518,,,
148.540,,,
148.561,,,
148.582,,,
148.604,,,
148.625,,,
148.646,-15.10,-9.341E-2,4.504E-3
148.668,,,
148.689,,,
148.710,,,
148.732,,,
148.753,,,
148.774,,,
148.796,,,
148.817,,,
148.839,,,
148.860,,,
148.881,,,
148.903,,,
148.924,,,
148.945,,,
148.967,,,
148.988,,,
149.009,,,
149.031,,,
149.052,,,
149.073,,,
149.095,,,
149.116,,,
149.138,,,
149.159,,,
149.180,,,
149.202,,,
149.223,,,
149.244,,,
149.266,,,
149.287,,,
149.308,,,
149.330,,,
149.351,,,
149.372,,,
149.394,,,
149.415,,,
149.437,,,
149.458,,,
149.479,,,
149.501,-15.17,-8.258E-2,9.022E-3
149.522,,,
149.543,,,
149.565,,,
149.586,,,
149.607,,,
149.629,,,
149.650,,,
149.671,,,
149.693,,,
149.714,,,
149.736,,,
149.757,,,
149.778,,,
149.800,,,
149.821,,,
149.842,,,
149.864,,,
149.885,,,
149.906,,,
149.928,,,
149.949,,,
149.970,,,
149.992,,,
150.013,,,
150.035,,,
150.056,,,
150.077,,,
150.099,,,
150.120,,,
150.141,,,
150.163,,,
150.184,,,
150.205,,,
150.227,,,
150.248,,,
150.269,,,
150.291,,,
150.312,,,
150.334,,,
150.355,-15.24,-8.275E-2,0.000
150.376,,,
150.398,,,
150.419,,,
150.440,,,
150.462,,,
150.483,,,
150.504,,,
150.526,,,
150.547,,,
150.568,,,
150.590,,,
150.611,,,
150.633,,,
150.654,,,
150.675,,,
150.697,,,
150.718,,,
150.739,,,
150.761,,,
150.782,,,
150.803,,,
150.825,,,
150.846,,,
150.867,,,
150.889,,,
150.910,,,
150.932,,,
150.953,,,
150.974,,,
150.996,,,
151.017,,,
151.038,,,
151.060,,,
151.081,,,
151.102,,,
151.124,,,
151.145,,,
151.166,,,
151.188,,,
151.209,-15.31,-8.267E-2,1.877E-2
151.231,,,
151.252,,,
151.273,,,
151.295,,,
151.316,,,
151.337,,,
151.359,,,
151.380,,,
151.401,,,
151.423,,,
151.444,,,
151.465,,,
151.487,,,
151.508,,,
151.530,,,
151.551,,,
151.572,,,
151.594,,,
151.615,,,
151.636,,,
151.658,,,
151.679,,,
151.700,,,
151.722,,,
151.743,,,
151.764,,,
151.786,,,
151.807,,,
151.829,,,
151.850,,,
151.871,,,
151.893,,,
151.914,,,
151.935,,,
151.957,,,
151.978,,,
151.999,,,
152.021,,,
152.042,,,
152.063,-15.38,-5.549E-2,2.747E-2
152.085,,,
152.106,,,
152.128,,,
152.149,,,
152.170,,,
152.192,,,
152.213,,,
152.234,,,
152.256,,,
152.277,,,
152.298,,,
152.320,,,
152.341,,,
152.362,,,
152.384,,,
152.405,,,
152.427,,,
152.448,,,
152.469,,,
152.491,,,
152.512,,,
152.533,,,
152.555,,,
152.576,,,
152.597,,,
152.619,,,
152.640,,,
152.661,,,
152.683,,,
152.704,,,
152.726,,,
152.747,,,
152.768,,,
152.790,,,
152.811,,,
152.832,,,
152.854,,,
152.875,,,
152.896,,,
152.918,-15.41,-2.710E-2,1.858E-2
152.939,,,
152.960,,,
152.982,,,
153.003,,,
153.025,,,
153.046,,,
153.067,,,
153.089,,,
153.110,,,
153.131,,,
153.153,,,
153.174,,,
153.195,,,
153.217,,,
153.238,,,
153.259,,,
153.281,,,
153.302,,,
153.324,,,
153.345,,,
153.366,,,
153.388,,,
153.409,,,
153.430,,,
153.452,,,
153.473,,,
153.494,,,
153.516,,,
153.537,,,
153.558,,,
153.580,,,
153.601,,,
153.623,,,
153.644,,,
153.665,,,
153.687,,,
153.708,,,
153.729,,,
153.751,,,
153.772,-15.43,-2.731E-2,-9.254E-3
153.793,,,
153.815,,,
153.836,,,
153.857,,,
153.879,,,
153.900,,,
153.922,,,
153.943,,,
153.964,,,
153.986,,,
154.007,,,
154.028,,,
154.050,,,
154.071,,,
154.092,,,
154.114,,,
154.135,,,
154.156,,,
154.178,,,
154.199,,,
154.221,,,
154.242,,,
154.263,,,
154.285,,,
154.306,,,
154.327,,,
154.349,,,
154.370,,,
154.391,,,
154.413,,,
154.434,,,
154.455,,,
154.477,,,
154.498,,,
154.520,,,
154.541,,,
154.562,,,
154.584,,,
154.605,,,
154.626,-15.45,-4.179E-2,-1.372E-2
154.648,,,
154.669,,,
154.690,,,
154.712,,,
154.733,,,
154.754,,,
154.776,,,
154.797,,,
154.819,,,
154.840,,,
154.861,,,
154.883,,,
154.904,,,
154.925,,,
154.947,,,
154.968,,,
154.989,,,
155.011,,,
155.032,,,
155.053,,,
155.075,,,
155.096,,,
155.118,,,
155.139,,,
155.160,,,
155.182,,,
155.203,,,
155.224,,,
155.246,,,
155.267,,,
155.288,,,
155.310,,,
155.331,,,
155.352,,,
155.374,,,
155.395,,,
155.417,,,
155.438,,,
155.459,,,
155.481,-15.50,-5.463E-2,-9.191E-3
155.502,,,
155.523,,,
155.545,,,
155.566,,,
155.587,,,
155.609,,,
155.630,,,
155.651,,,
155.673,,,
155.694,,,
155.716,,,
155.737,,,
155.758,,,
155.780,,,
155.801,,,
155.822,,,
155.844,,,
155.865,,,
155.886,,,
155.908,,,
155.929,,,
155.950,,,
155.972,,,
155.993,,,
156.015,,,
156.036,,,
156.057,,,
156.079,,,
156.100,,,
156.121,,,
156.143,,,
156.164,,,
156.185,,,
156.207,,,
156.228,,,
156.249,,,
156.271,,,
156.292,,,
156.314,,,
156.335,-15.55,-5.384E-2,0.000
156.356,,,
156.378,,,
156.399,,,
156.420,,,
156.442,,,
156.463,,,
156.484,,,
156.506,,,
156.527,,,
156.548,,,
156.570,,,
156.591,,,
156.613,,,
156.634,,,
156.655,,,
156.677,,,
156.698,,,
156.719,,,
156.741,,,
156.762,,,
156.783,,,
156.805,,,
156.826,,,
156.848,,,
156.869,,,
156.890,,,
156.912,,,
156.933,,,
156.954,,,
156.976,,,
156.997,,,
157.018,,,
157.040,,,
157.061,,,
157.082,,,
157.104,,,
157.125,,,
157.147,,,
157.168,,,
157.189,-15.59,-5.399E-2,1.789E-2
157.211,,,
157.232,,,
157.253,,,
157.275,,,
157.296,,,
157.317,,,
157.339,,,
157.360,,,
157.381,,,
157.403,,,
157.424,,,
157.446,,,
157.467,,,
157.488,,,
157.510,,,
157.531,,,
157.552,,,
157.574,,,
157.595,,,
157.616,,,
157.638,,,
157.659,,,
157.680,,,
157.702,,,
157.723,,,
157.745,,,
157.766,,,
157.787,,,
157.809,,,
157.830,,,
157.851,,,
157.873,,,
157.894,,,
157.915,,,
157.937,,,
157.958,,,
157.979,,,
158.001,,,
158.022,,,
158.044,-15.64,-2.710E-2,9.066E-3
158.065,,,
158.086,,,
158.108,,,
158.129,,,
158.150,,,
158.172,,,
158.193,,,
158.214,,,
158.236,,,
158.257,,,
158.278,,,
158.300,,,
158.321,,,
158.343,,,
158.364,,,
158.385,,,
158.407,,,
158.428,,,
158.449,,,
158.471,,,
158.492,,,
158.513,,,
158.535,,,
158.556,,,
158.577,,,
158.599,,,
158.620,,,
158.642,,,
158.663,,,
158.684,,,
158.706,,,
158.727,,,
158.748,,,
158.770,,,
158.791,,,
158.812,,,
158.834,,,
158.855,,,
158.876,,,
158.898,-15.64,-2.739E-2,-8.625E-3
158.919,,,
158.941,,,
158.962,,,
158.983,,,
159.005,,,
159.026,,,
159.047,,,
159.069,,,
159.090,,,
159.111,,,
159.133,,,
159.154,,,
159.175,,,
159.197,,,
159.218,,,
159.240,,,
159.261,,,
159.282,,,
159.304,,,
159.325,,,
159.346,,,
159.368,,,
159.389,,,
159.410,,,
159.432,,,
159.453,,,
159.474,,,
159.496,,,
159.517,,,
159.539,,,
159.560,,,
159.581,,,
159.603,,,
159.624,,,
159.645,,,
159.667,,,
159.688,,,
159.709,,,
159.731,,,
159.752,-15.69,-5.194E-2,0.000
159.773,,,
159.795,,,
159.816,,,
159.838,,,
159.859,,,
159.880,,,
159.902,,,
159.923,,,
159.944,,,
159.966,,,
159.987,,,
160.008,,,
160.030,,,
160.051,,,
160.072,,,
160.094,,,
160.115,,,
160.137,,,
160.158,,,
160.179,,,
160.201,,,
160.222,,,
160.243,,,
160.265,,,
160.286,,,
160.307,,,
160.329,,,
160.350,,,
160.371,,,
160.393,,,
160.414,,,
160.436,,,
160.457,,,
160.478,,,
160.500,,,
160.521,,,
160.542,,,
160.564,,,
160.585,,,
160.606,-15.73,-2.592E-2,2.640E-2
160.628,,,
160.649,,,
160.670,,,
160.692,,,
160.713,,,
160.735,,,
160.756,,,
160.777,,,
160.799,,,
160.820,,,
160.841,,,
160.863,,,
160.884,,,
160.905,,,
160.927,,,
160.948,,,
160.969,,,
160.991,,,
161.012,,,
161.034,,,
161.055,,,
161.076,,,
161.098,,,
161.119,,,
161.140,,,
161.162,,,
161.183,,,
161.204,,,
161.226,,,
161.247,,,
161.268,,,
161.290,,,
